LOG_NO,COMPLAINT_DATE,ASSIGNMENT,CASE_TYPE,CURRENT_STATUS,CURRENT_CATEGORY,FINDING_CODE,POLICE_SHOOTING,BEAT,RACE_OF_COMPLAINANT,SEX_OF_COMPLAINANT,AGE_OF_COMPLAINANT,COMPLAINT_HOUR,COMPLAINT_DAY,COMPLAINT_MONTH
1009478,09/21/2007 01:24:13 PM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,234,African American / Black,Female,0-19,13,6,9
1009478,09/21/2007 01:24:13 PM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,234,African American / Black,Male,0-19,13,6,9
1009479,09/21/2007 01:35:27 PM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,531,African American / Black,Female,40-49,13,6,9
1009492,09/21/2007 05:56:08 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,634,African American / Black,Male,20-29,17,6,9
1009495,09/21/2007 07:58:18 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,614,African American / Black,Male,30-39,19,6,9
1009499,09/22/2007 10:02:24 AM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,1122,African American / Black,Female,20-29,10,7,9
1009501,09/22/2007 10:30:54 AM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,1134,African American / Black,Female,20-29,10,7,9
1009502,09/22/2007 11:41:25 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1013,Hispanic,Male,20-29,11,7,9
1009504,09/22/2007 12:26:38 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,512,African American / Black,Male,30-39,12,7,9
1009509,09/22/2007 03:18:53 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1824,American Indian or Alaskan Native,Male,20-29,15,7,9
1009509,09/22/2007 03:18:53 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1824,American Indian or Alaskan Native,Male,20-29,15,7,9
1009511,09/22/2007 05:00:39 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,821,Hispanic,Female,40-49,17,7,9
1009513,09/22/2007 06:53:16 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,835,African American / Black,Male,20-29,18,7,9
1009514,09/22/2007 08:09:10 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,531,African American / Black,Female,30-39,20,7,9
1009515,09/23/2007 03:31:23 AM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,1812,White,Male,20-29,3,1,9
1009515,09/23/2007 03:31:23 AM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,1812,White,Male,20-29,3,1,9
1009525,09/23/2007 12:59:08 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1822,African American / Black,Male,50-59,12,1,9
1009525,09/23/2007 12:59:08 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1822,African American / Black,Male,50-59,12,1,9
1009531,09/23/2007 03:07:32 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,735,African American / Black,Male,20-29,15,1,9
1009531,09/23/2007 03:07:32 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,735,African American / Black,Female,0-19,15,1,9
1009531,09/23/2007 03:07:32 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,735,African American / Black,Male,20-29,15,1,9
1009531,09/23/2007 03:07:32 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,735,African American / Black,Female,20-29,15,1,9
1009531,09/23/2007 03:07:32 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,735,African American / Black,Female,20-29,15,1,9
1009531,09/23/2007 03:07:32 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,735,African American / Black,Female,40-49,15,1,9
1009532,09/23/2007 03:13:37 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,531,African American / Black,Male,0-19,15,1,9
1009537,09/23/2007 08:53:03 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,2311,African American / Black,Male,40-49,20,1,9
1009540,09/24/2007 04:40:26 AM,IPRA,Complaint,Closed,Miscellaneous,SUSTAINED,No,813,African American / Black,Male,30-39,4,2,9
1009541,09/24/2007 07:45:05 AM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,0,African American / Black,Female,30-39,7,2,9
1009543,09/24/2007 09:20:29 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,825,African American / Black,Male,40-49,9,2,9
1009546,09/24/2007 10:58:35 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1134,African American / Black,Male,20-29,10,2,9
1009546,09/24/2007 10:58:35 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1134,African American / Black,Male,20-29,10,2,9
1009563,09/24/2007 04:04:07 PM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,221,African American / Black,Female,40-49,16,2,9
1009570,09/24/2007 05:37:54 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,322,African American / Black,Male,20-29,17,2,9
1009571,09/24/2007 05:53:16 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1722,White,Female,30-39,17,2,9
1009577,09/24/2007 07:37:46 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,1824,Asian or Pacific Islander,Male,20-29,19,2,9
1009578,09/24/2007 07:51:23 PM,IPRA,Complaint,Closed,Operational Violation,NOT SUSTAINED,No,734,African American / Black,Female,30-39,19,2,9
1009578,09/24/2007 07:51:23 PM,IPRA,Complaint,Closed,Operational Violation,NOT SUSTAINED,No,734,African American / Black,Male,0-19,19,2,9
1009583,09/24/2007 10:23:01 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,2312,African American / Black,Female,20-29,22,2,9
1009593,09/25/2007 12:04:02 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1822,African American / Black,Male,30-39,12,3,9
1009600,09/25/2007 03:06:03 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,531,Asian or Pacific Islander,Male,0-19,15,3,9
1009612,09/25/2007 07:33:25 PM,IPRA,Complaint,Closed,Verbal Abuse,No Finding,No,1531,African American / Black,Male,30-39,19,3,9
1009613,09/25/2007 10:05:13 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2024,African American / Black,Female,30-39,22,3,9
1009615,09/26/2007 12:08:57 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,1512,African American / Black,Male,0-19,0,4,9
1009615,09/26/2007 12:08:57 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,1512,African American / Black,Male,0-19,0,4,9
1009622,09/26/2007 01:47:13 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,1924,African American / Black,Female,20-29,13,4,9
1009624,09/26/2007 02:21:39 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,831,Hispanic,Male,30-39,14,4,9
1009625,09/26/2007 02:37:39 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,423,African American / Black,Female,40-49,14,4,9
1009632,09/26/2007 03:13:42 PM,IPRA,Complaint,Closed,Domestic Violence,SUSTAINED,No,523,African American / Black,Female,20-29,15,4,9
1009642,09/27/2007 01:02:33 AM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,132 | 1822,African American / Black,Male,20-29,1,5,9
1009653,09/27/2007 01:02:06 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,1332 | 1333,African American / Black,Male,20-29,13,5,9
1009654,09/27/2007 01:09:23 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,312,African American / Black,Male,0-19,13,5,9
1009654,09/27/2007 01:09:23 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,312,African American / Black,Female,30-39,13,5,9
1009655,09/27/2007 02:19:36 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,322,African American / Black,Male,30-39,14,5,9
1009662,09/27/2007 03:23:29 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1222,Hispanic,Male,20-29,15,5,9
1009664,09/27/2007 04:51:05 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,733,African American / Black,Male,20-29,16,5,9
1009668,09/27/2007 07:06:26 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,832,African American / Black,Male,20-29,19,5,9
1009675,09/28/2007 02:22:02 AM,IPRA,Complaint,Closed,Firearm Discharge - Hits,No Finding,Yes,423,Hispanic,Male,0-19,2,6,9
1009685,09/28/2007 01:02:32 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1524,African American / Black,Male,20-29,13,6,9
1009691,09/28/2007 03:04:59 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1022,African American / Black,Male,40-49,15,6,9
1009694,09/28/2007 07:04:09 PM,IPRA,Complaint,Closed,OC Discharge,No Finding,No,0,Hispanic,Male,20-29,19,6,9
1009697,09/28/2007 10:41:29 PM,IPRA,Complaint,Closed,OC Discharge,No Finding,No,311,African American / Black,Male,20-29,22,6,9
1009700,09/29/2007 10:15:19 AM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,1134,African American / Black,Female,40-49,10,7,9
1013610,01/23/2008 11:17:28 AM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,1723,White,Male,20-29,11,4,1
1009701,09/29/2007 10:22:50 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1532,African American / Black,Male,20-29,10,7,9
1009709,09/29/2007 01:21:12 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,713,Hispanic,Male,30-39,13,7,9
1009714,09/29/2007 07:13:39 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,633,African American / Black,Male,20-29,19,7,9
1009715,09/29/2007 09:52:03 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2324,African American / Black,Male,40-49,21,7,9
1009722,09/30/2007 08:19:55 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1414,Hispanic,Male,0-19,8,1,9
1009723,09/30/2007 08:39:29 AM,IPRA,Complaint,Closed,Death or Injury In Custody,UNFOUNDED,No,531,African American / Black,Female,20-29,8,1,9
1009727,09/30/2007 10:50:30 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,0,African American / Black,Male,0-19,10,1,9
1009733,09/30/2007 05:35:16 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,911,African American / Black,Male,30-39,17,1,9
1009734,09/30/2007 05:50:50 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,524,African American / Black,Male,0-19,17,1,9
1009738,09/30/2007 08:57:46 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1414,Hispanic,Female,20-29,20,1,9
1009740,09/30/2007 11:02:20 PM,IPRA,Complaint,Closed,Verbal Abuse,No Finding,No,1112,African American / Black,Female,30-39,23,1,9
1009741,10/01/2007 12:45:38 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,735,African American / Black,Male,0-19,0,2,10
1009745,10/01/2007 07:46:24 AM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1732,African American / Black,Male,30-39,7,2,10
1009747,10/01/2007 09:59:57 AM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,924 | 733,African American / Black,Male,40-49,9,2,10
1009757,10/01/2007 03:35:49 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,1011,African American / Black,Female,20-29,15,2,10
1009761,10/01/2007 04:55:55 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1822,African American / Black,Male,30-39,16,2,10
1009763,10/01/2007 06:13:27 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1014,African American / Black,Male,0-19,18,2,10
1009766,10/01/2007 07:13:50 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,432,Hispanic,Male,0-19,19,2,10
1009771,10/01/2007 09:36:49 PM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,634,African American / Black,Female,50-59,21,2,10
1009773,10/02/2007 03:10:44 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1513,African American / Black,Male,0-19,3,3,10
1009774,10/02/2007 04:29:11 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1822,Hispanic,Female,20-29,4,3,10
1009778,10/02/2007 11:08:24 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1723,African American / Black,Male,20-29,11,3,10
1009779,10/02/2007 12:05:12 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,112,White,Male,40-49,12,3,10
1009780,10/02/2007 12:07:35 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,232,African American / Black,Male,40-49,12,3,10
1009792,10/02/2007 04:57:02 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,321,African American / Black,Male,20-29,16,3,10
1009797,10/02/2007 06:59:48 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,UNFOUNDED,No,1614,White,Male,20-29,18,3,10
1009801,10/02/2007 10:38:49 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1532,African American / Black,Female,40-49,22,3,10
1020718,10/10/2008 07:31:57 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,834,White,Female,50-59,19,6,10
1009802,10/02/2007 10:43:19 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,431,African American / Black,Female,60-69,22,3,10
1009803,10/03/2007 12:01:29 AM,IPRA,Complaint,Closed,Verbal Abuse,No Finding,No,431,African American / Black,Female,60-69,0,4,10
1009809,10/03/2007 10:41:56 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1112,African American / Black,Male,20-29,10,4,10
1009810,10/03/2007 10:57:37 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,2433,White,Male,30-39,10,4,10
1009825,10/03/2007 05:09:20 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,621,African American / Black,Male,0-19,17,4,10
1009830,10/03/2007 06:42:06 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,222,African American / Black,Male,30-39,18,4,10
1009836,10/04/2007 12:00:25 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,412,African American / Black,Female,0-19,0,5,10
1009837,10/04/2007 12:30:54 AM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,834,Hispanic,Male,0-19,0,5,10
1009839,10/04/2007 04:37:15 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,634,African American / Black,Female,40-49,4,5,10
1009843,10/04/2007 10:47:07 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2331,African American / Black,Male,0-19,10,5,10
1009844,10/04/2007 11:07:45 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2232,African American / Black,Female,40-49,11,5,10
1009854,10/04/2007 03:39:33 PM,IPRA,Complaint,Closed,Miscellaneous,SUSTAINED,No,511,African American / Black,Male,40-49,15,5,10
1009856,10/04/2007 05:21:50 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,312,African American / Black,Female,20-29,17,5,10
1009860,10/04/2007 06:14:52 PM,IPRA,Complaint,Closed,Verbal Abuse,SUSTAINED,No,912 | 913,African American / Black,Male,20-29,18,5,10
1009860,10/04/2007 06:14:52 PM,IPRA,Complaint,Closed,Verbal Abuse,SUSTAINED,No,912 | 913,African American / Black,Male,20-29,18,5,10
1009860,10/04/2007 06:14:52 PM,IPRA,Complaint,Closed,Verbal Abuse,SUSTAINED,No,912 | 913,African American / Black,Male,20-29,18,5,10
1009865,10/04/2007 10:19:48 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1814,African American / Black,Male,40-49,22,5,10
1009866,10/05/2007 03:27:21 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2211,White,Male,40-49,3,6,10
1009867,10/05/2007 08:14:07 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1322,African American / Black,Male,0-19,8,6,10
1009869,10/05/2007 11:18:08 AM,IPRA,Complaint,Closed,Firearm Discharge at Animal,NOT SUSTAINED,No,2232,African American / Black,Female,0-19,11,6,10
1009869,10/05/2007 11:18:08 AM,IPRA,Complaint,Closed,Firearm Discharge at Animal,NOT SUSTAINED,No,2232,African American / Black,Female,30-39,11,6,10
1009870,10/05/2007 12:09:42 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2233,African American / Black,Male,20-29,12,6,10
1009874,10/05/2007 01:07:05 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,2232,African American / Black,Female,50-59,13,6,10
1009876,10/05/2007 01:36:39 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2211,White,Male,20-29,13,6,10
1009879,10/05/2007 02:14:24 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1832,African American / Black,Male,50-59,14,6,10
1009882,10/05/2007 02:48:29 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,313,African American / Black,Male,30-39,14,6,10
1009884,10/05/2007 03:51:47 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2532,African American / Black,Male,50-59,15,6,10
1009889,10/05/2007 04:57:03 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1211,African American / Black,Male,0-19,16,6,10
1009891,10/05/2007 05:01:37 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,No Finding,No,1522,African American / Black,Female,20-29,17,6,10
1009895,10/05/2007 08:18:27 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1131,African American / Black,Male,40-49,20,6,10
1009897,10/05/2007 09:29:47 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,511,African American / Black,Male,0-19,21,6,10
1009900,10/06/2007 04:05:19 AM,IPRA,Complaint,Closed,Firearm Discharge - Hits,No Finding,Yes,414,African American / Black,Male,30-39,4,7,10
1009907,10/06/2007 01:42:19 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,2013,African American / Black,Female,20-29,13,7,10
1009908,10/06/2007 01:50:18 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,825,White,Female,50-59,13,7,10
1009909,10/06/2007 02:41:03 PM,IPRA,Complaint,Closed,Coercion,No Finding,No,912,White,Male,0-19,14,7,10
1009909,10/06/2007 02:41:03 PM,IPRA,Complaint,Closed,Coercion,No Finding,No,912,White,Male,0-19,14,7,10
1009910,10/06/2007 04:25:19 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,1135,African American / Black,Male,20-29,16,7,10
1009910,10/06/2007 04:25:19 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,1135,African American / Black,Male,30-39,16,7,10
1009912,10/06/2007 06:57:07 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1135,African American / Black,Male,30-39,18,7,10
1009920,10/06/2007 09:58:02 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,1622,White,Male,30-39,21,7,10
1009931,10/07/2007 11:35:13 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1333 | 1322,White,Male,20-29,11,1,10
1009933,10/07/2007 02:06:49 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,1432,African American / Black,Male,40-49,14,1,10
1009936,10/07/2007 11:22:09 PM,IPRA,Complaint,Closed,Verbal Abuse,SUSTAINED,No,2212,White,Male,0-19,23,1,10
1009944,10/08/2007 10:38:14 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,634,African American / Black,Female,50-59,10,2,10
1009949,10/08/2007 01:52:46 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,1833,African American / Black,Male,30-39,13,2,10
1009949,10/08/2007 01:52:46 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,1833,African American / Black,Male,40-49,13,2,10
1009950,10/08/2007 01:54:25 PM,IPRA,Complaint,Closed,Coercion,NOT SUSTAINED,No,1611,White,Male,30-39,13,2,10
1009951,10/08/2007 02:37:43 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1531,African American / Black,Male,20-29,14,2,10
1009954,10/08/2007 08:16:11 PM,IPRA,Complaint,Pending Police Board,Operational Violation,SUSTAINED,No,1614,Hispanic,Male,20-29,20,2,10
1009957,10/08/2007 10:46:03 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,223,African American / Black,Female,30-39,22,2,10
1009958,10/08/2007 11:00:37 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1021,African American / Black,Male,20-29,23,2,10
1009960,10/09/2007 04:34:35 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,324,African American / Black,Female,20-29,4,3,10
1009961,10/09/2007 05:08:09 AM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,1531,African American / Black,Male,30-39,5,3,10
1009962,10/09/2007 05:12:46 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,726,African American / Black,Male,40-49,5,3,10
1009964,10/09/2007 09:52:49 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,915,White,Female,20-29,9,3,10
1009964,10/09/2007 09:52:49 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,915,White,Male,20-29,9,3,10
1009978,10/09/2007 04:36:21 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,726,African American / Black,Male,0-19,16,3,10
1009981,10/09/2007 08:17:34 PM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1623,Hispanic,Male,50-59,20,3,10
1009984,10/09/2007 10:16:15 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1112,African American / Black,Female,40-49,22,3,10
1009988,10/10/2007 02:30:17 AM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,2413,Hispanic,Female,20-29,2,4,10
1009997,10/10/2007 11:35:35 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1135,African American / Black,Female,20-29,11,4,10
1009998,10/10/2007 11:52:24 AM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,1114,African American / Black,Female,40-49,11,4,10
1009999,10/10/2007 11:54:09 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1414,White,Female,0-19,11,4,10
1009999,10/10/2007 11:54:09 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1414,White,Male,20-29,11,4,10
1010010,10/10/2007 02:14:19 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,2412,White,Male,30-39,14,4,10
1010011,10/10/2007 02:24:27 PM,IPRA,Complaint,Closed,Domestic Violence,No Finding,No,1134,African American / Black,Male,30-39,14,4,10
1010015,10/10/2007 04:03:11 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,431,African American / Black,Female,0-19,16,4,10
1010020,10/10/2007 05:44:29 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,522,African American / Black,Male,20-29,17,4,10
1010021,10/10/2007 06:04:19 PM,IPRA,Complaint,Closed,Excessive Force,EXONERATED,No,2533,African American / Black,Male,0-19,18,4,10
1010024,10/10/2007 10:38:19 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,411,African American / Black,Male,30-39,22,4,10
1010027,10/11/2007 09:38:33 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,424,Hispanic,Male,0-19,9,5,10
1010031,10/11/2007 11:09:21 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,835,Hispanic,Male,20-29,11,5,10
1010037,10/11/2007 01:33:59 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,2211,White,Male,50-59,13,5,10
1010044,10/11/2007 02:35:23 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,0,African American / Black,Male,0-19,14,5,10
1010049,10/11/2007 03:26:31 PM,IPRA,Complaint,Closed,Verbal Abuse,UNFOUNDED,No,1823,African American / Black,Female,30-39,15,5,10
1010051,10/11/2007 04:31:40 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,UNFOUNDED,No,3100,African American / Black,Male,20-29,16,5,10
